ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B00EXBGSVM,1.0,i bought this present for my wife for christmas of  and by february of  the bracelet began to leave a greenblack mark on her wrist by march the bracelet was no longer silver the bracelet is only silver plated and that didnt stay on long it is not a  bracelet it is a  plated bracelet do not buy,authentic eveserose highest quality charm bracelet simple lobster clasp create your own story bright sterling fits charm beads such as eveserose european pandora bracelet troll biagi chamilia  other similar charms you pick size adjustable size  to  fits most,19.99,0.6724137931034483,58.0,7.25,37.99,58,1,9,8,1,7,1,0,10,58.0,58.0,7.25,8.0,9.0,8.0,0.875,7.0,1.0,1.0,0.0,0.0,10.0,1.25,24,9,21,9,35,14,28,14,0.8,0.5,0.38,0.25,0.5,0.5,24,24,24.0,24.0,0.69,0.69,2.87,4.06,0.89,14.55,0.75,0.88,6.12,1.75,0.25,0.69,0.14,0.07,0.21
B01DZV1H0M,3.0,bought this for a trip to costa rica and to go atv riding july  it was cute but smaller than expected im   and based off the reviews thought a medium would suit me best but it didnt i had to stretch it out a lot just so it could look decent even wore a jacket because my bra kept showing in the front and back because the suit was too small the material is very cheap poor quality and sheer you can see everything i had underneath i definitely wasnt expecting that most likely wont buy another one especially if there isnt one with thicker material,kashani womens sexy low cut backless stretch tunic bodysuits jumpsuits shorts m,15.99,0.7830188679245284,35.333333333333336,7.571428571428571,-19.2,106,1,19,14,3,11,3,4,9,106.0,35.3333,7.5714,14.0,6.3333,4.6667,0.7857,3.6667,3.0,1.0,1.3333,0.2857,3.0,0.6429,55,18,50,17,65,18,57,17,0.88,0.3,0.33,0.22,0.89,0.67,55,46,43.7,44.1,0.85,0.92,4.82,6.82,0.96,45.3,0.88,0.89,14.22,2.67,0.28,0.86,0.18,0.12,0.3
B00IJHMPE0,5.0,very pretty fits like a dream i am only  and this dress did not drag on the ground very flowy the fabric has a lot of stretch so if you wanted to size down you could probably still fit into it but i do not think it would be as flowy as it is i especially love the price at this price point i will probably buy several more in different colors,plum feathers exotic print smocked waist maxi dress plus  regular sizes,18.49,0.7777777777777778,72.0,7.2,23.78,72,1,10,10,1,6,1,0,6,72.0,72.0,7.2,10.0,10.0,10.0,0.6,6.0,1.0,1.0,0.0,0.0,6.0,0.6,34,4,27,4,46,5,34,4,0.74,0.12,0.12,0.1,0.1,0.22,34,34,34.0,34.0,0.74,0.74,3.54,5.01,0.92,21.06,0.79,0.8,6.4,1.79,0.24,0.85,0.12,0.18,0.29
B000WZ8OY2,5.0,these stockings are really great i really like the larger netting and the toe is made of a different material so your toes dont go through the holes in the netting  very nice feature  im a size  jeans so finding stockings that didnt squeeze my legs was important  as these are unfinished ie no lace at the top or anything that isnt an issue in the slightest and i think the unfinished top make these hang sexier when clipped to your garter belt which is required in order to wear these  btw  for those of you who dont know the difference because i didnt when i started my pantyhose research stockings are meant to be worn with a garter belt thighhighs arent so if you dont want the muffintop legs search for stockings  thighhighs typically have that sticky plastic and theyre made to be tighter on your thighs so they dont fall down,leg avenue womens,22.325000000000006,0.6405228758169934,153.0,9.0,-66.91,153,1,23,17,1,16,1,4,22,153.0,153.0,9.0,17.0,23.0,17.0,0.9412,16.0,1.0,1.0,4.0,0.2353,22.0,1.2941,64,29,61,29,94,42,81,41,0.86,0.51,0.45,0.36,3.24,1.27,64,38,37.4,39.9,0.68,0.76,4.67,6.6,0.92,23.32,0.75,0.8,16.0,2.83,0.25,0.78,0.15,0.05,0.2
B00GQ4MMXW,5.0,love these panties  yes the parts of them that are not satin are because that satin is on the inside but they still feel and look great  love the bow decorationmy only complaints might be that the band at the top is sometimes a little itchy and id like the cut of the legs on the front to be just a little higher  other than that id buy these again  very true to size,parfait by affinitas womens charlotte highwaist brief,34.315,0.6891891891891891,74.0,8.222222222222221,30.21,74,1,10,9,1,6,1,2,9,74.0,74.0,8.2222,9.0,10.0,9.0,0.6667,6.0,1.0,1.0,2.0,0.2222,9.0,1.0,32,7,28,7,40,9,31,9,0.78,0.29,0.22,0.33,0.67,0.58,32,32,32.0,32.0,0.8,0.8,3.58,5.06,0.94,26.48,0.9,1.0,6.0,1.73,0.19,1.0,0.19,0.13,0.32
B01GGEQSWM,2.0,almost correct size  length okay but width is definitely small  i had to have a seamstress cut up  nightgown to add  panels to both sides of  nightgown cost me  usd extra to do that plus cost for  gowns  now unusable  cloth is a soft cotton knit so it is heavier than just cotton  it is described as just cotton not cotton knit  the blue trim is scratchy hope it softens with repeated washings  wish i could say more positives disappointed,womens nightgown sleeveless cotton pajamas  sleepwear nightshirt,13.99,0.775,80.0,7.2727272727272725,-1.27,80,1,15,11,1,10,1,1,11,80.0,80.0,7.2727,11.0,15.0,11.0,0.9091,10.0,1.0,1.0,1.0,0.0909,11.0,1.0,45,16,39,16,58,21,46,20,0.79,0.43,0.36,0.38,1.12,0.75,45,38,40.3,37.6,0.78,0.76,4.18,5.91,0.94,28.21,0.85,1.0,8.0,2.0,0.17,0.78,0.26,0.04,0.3
B001B3FY42,5.0,they do work im a happy camper i used them for a friend of mine and simply picked out the one i thought she needed i was right the first time i couldnt quite get in on myself but she was motivated and said let me try and she got it on the first time she tried the whole process took less than  minutes,ring snuggies adjusters original and jumbo sizes  combo pack ,9.99,0.75,21.333333333333332,7.111111111111111,40.36,64,1,11,9,3,6,2,2,10,64.0,21.3333,7.1111,9.0,3.6667,3.0,0.6667,2.0,3.0,0.6667,0.6667,0.2222,3.3333,1.1111,30,4,27,4,38,4,34,4,0.89,0.12,0.13,0.19,0.56,0.53,30,30,30.0,30.0,0.79,0.79,3.44,4.87,0.94,24.31,0.79,0.88,12.25,2.47,0.41,0.67,0.12,0.03,0.15
B00Z2BLMSQ,1.0,these were horrible to try and put in the plug is very soft and the hole it goes into is a really tight fit so trying to insert it and not have it bend was impossible also the ends of the plug were hardly bigger than the post itself i returned them,pair   clear push top piercing retainers   flat top bioflex retainer for lipsearsnose choose length gauge,7.99,0.7692307692307693,52.0,7.428571428571429,44.08,52,1,11,7,1,4,1,2,5,52.0,52.0,7.4286,7.0,11.0,7.0,0.5714,4.0,1.0,1.0,2.0,0.2857,5.0,0.7143,25,5,20,5,31,6,22,6,0.71,0.27,0.2,0.25,0.5,0.5,25,25,25.0,25.0,0.81,0.81,3.18,4.49,0.94,23.81,0.91,0.88,6.12,1.75,0.32,0.83,0.23,0.14,0.36
B01DB5ZCNA,4.0,i bought these for our disney cruise to hold our key to the world card  they worked great i keep a small travel size bottle of advil and lactaid in my pouch so we always had some with us my daughters used the lanyard for holding all their pins if you have a smaller older smart phone it can fit in the case easily  my daughter has a thin case on her iphone  and could squeeze it in the pouch,disney mickey mouse lanyard  pack gold,15.66,0.7875,80.0,10.0,24.12,80,1,11,8,1,3,1,2,6,80.0,80.0,10.0,8.0,11.0,8.0,0.375,3.0,1.0,1.0,2.0,0.25,6.0,0.75,33,10,30,10,41,11,36,11,0.88,0.31,0.3,0.12,0.12,0.25,33,33,33.0,33.0,0.8,0.8,3.64,5.15,0.94,27.59,0.83,0.88,6.12,1.75,0.19,0.9,0.17,0.0,0.17
B007TTWLKW,5.0,sexy and well put together love it this has enough sparkle to turn any head the jeweled piece stops just above the action to allow whatever you have in mind be careful wearing any outfit that covers it like say a teddy or camisole the material will snag on the little metal braces that hold the facets in place be mindful and pull it away carefully to avoid ripping or wear nothing but the tback ,show girl tback blackone size,19.99,0.8,inf,12.5,20.73,75,1,14,6,0,6,0,2,12,75.0,0.0,12.5,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333,0.0,2.0,41,12,38,12,44,12,39,12,0.89,0.31,0.29,0.15,0.31,0.39,41,41,41.0,41.0,0.93,0.93,4.37,6.18,0.98,88.07,0.97,1.0,13.0,2.55,0.33,1.0,0.15,0.1,0.26
B00HHJJ4PY,5.0,this is a fun body chain but on my size   self it is small the bottom dangle that splits to each side comes just under the bust easily adjusted if you are handy enough to add in some chain of your own it worked well next to skin but i made it snap when i work it over a snug tank top again cheaply made and so easy to fix with some jump rings it is a subtle thing but makes me feel sexy when i wear it,leegoal newest simple gold bikini beach crossover harness necklace waist belt belly unibody body chain,3.32,0.7613636363636364,88.0,6.769230769230769,24.46,88,1,15,13,1,7,1,2,8,88.0,88.0,6.7692,13.0,15.0,13.0,0.5385,7.0,1.0,1.0,2.0,0.1538,8.0,0.6154,42,14,37,14,51,14,43,14,0.84,0.33,0.33,0.27,1.07,0.73,42,41,41.0,41.5,0.82,0.82,4.16,5.88,0.95,34.58,0.86,0.8,9.6,2.19,0.28,0.93,0.23,0.07,0.3
B004U7E5WI,5.0,just received my new tom ford frames  did a little test and ordered another pair in tortoise from another vendor at the same time  still waiting on those  these showed up in perfect condition and early  sooooo pleased  thanks so much for perfect customer service,tom ford  eyeglasses,362.17,0.9111111111111111,45.0,15.0,34.26,45,1,4,3,1,2,1,2,10,45.0,45.0,15.0,3.0,4.0,3.0,0.6667,2.0,1.0,1.0,2.0,0.6667,10.0,3.3333,29,6,26,6,30,6,27,6,0.9,0.22,0.21,0.0,0.0,0.0,29,29,29.0,29.0,0.97,0.97,3.74,5.29,0.99,148.19,0.96,1.0,6.0,1.73,0.22,1.0,0.26,0.07,0.33
B0091M52CE,5.0,i have used under armour heat boxer briefs for years  the problem is they dont offer much support of the testicles  i even switched to briefs to try to remedy this but hate brief  i read an article in backpacker magazine that said these offered extra support and gave them a trythe first thing i noticed is there is definitely more support for the testicles  it really holds them in place even while doing exercises  these are very comfortable and about twice as thick as the under armour heat ones i was using  after trying on my first pair i ordered several more these are my new goto boxer briefs  if you are looking for a supportive boxer brief this is what you are looking for try them outthe only thing i would change is if they made these in solid colors instead of having the colored lines,saxx underwear co mens kinetic boxer,37.475,0.6283783783783784,148.0,7.7894736842105265,-61.83,148,1,25,19,1,14,1,3,20,148.0,148.0,7.7895,19.0,25.0,19.0,0.7368,14.0,1.0,1.0,3.0,0.1579,20.0,1.0526,61,15,54,14,97,19,77,18,0.79,0.23,0.25,0.09,0.17,0.29,61,38,37.7,38.6,0.63,0.76,4.38,6.19,0.9,19.6,0.7,0.78,14.09,2.65,0.23,0.64,0.19,0.05,0.25
B000GHRZN2,1.0,material is cheap and the sizes are not accurate i have  other pairs of work pants in both denim and canvas that all fit perfectly but those exact dimensions in this product are too short and too narrow both in waist and thigh if you like loose fit  i wouldnt waste time or money with this product it fits like a regularslim especially in the thigh completely disappointed in this name brand product i expect more,carhartt mens loose fit five pocket canvas carpenter pant ,91.06,0.7368421052631579,19.0,9.5,11.26,76,1,8,8,4,4,3,3,7,76.0,19.0,9.5,8.0,2.0,2.0,0.5,1.0,4.0,0.75,0.75,0.375,1.75,0.875,38,14,34,14,48,15,41,15,0.85,0.37,0.37,0.43,1.29,0.8,38,38,38.0,38.0,0.79,0.79,3.88,5.48,0.94,27.86,0.83,0.86,5.14,1.6,0.15,0.83,0.2,0.07,0.27
B00CH6XA4I,5.0,when it arrived i was scared of course that it wasnt going to fit but ended up a little roomy near mid section which i dont mind so fastened to tighter notch an tighten strap an i look dang good i wish they mak more lik batman or spiderman because ill end up buying them all lol,marvel disguise iron man mark  fiercely femme sassy womens adult bustier costume,15.989999999999998,0.8771929824561403,inf,9.5,47.46,57,1,11,6,0,6,0,2,10,57.0,0.0,9.5,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333,0.0,1.6667,34,16,31,16,39,16,35,16,0.9,0.46,0.47,0.5,4.0,1.41,34,34,34.0,34.0,0.87,0.87,3.85,5.44,0.96,42.48,0.89,0.94,14.06,2.65,0.43,0.92,0.2,0.0,0.2
B001CV4R3C,4.0,this was such a comfortable and cute costume i normally wear a medium and i ordered a large just in case it was extremely tight it was not tight but comfortably form fitting i wore it to a party and met a very handsome guy as a result i like the fact that this cute jumper reveals nothing yet is as sexy as the other womens costumes that rely on cleavage and short skirts to make a halloween statementthe only downside is that it was a bit expensive however the construction was well made,glow in the dark skeleton catsuit blackwhite,79.285,0.6702127659574468,94.0,7.230769230769231,-7.02,94,1,15,13,1,8,1,4,7,94.0,94.0,7.2308,13.0,15.0,13.0,0.6154,8.0,1.0,1.0,4.0,0.3077,7.0,0.5385,48,16,42,15,62,19,50,18,0.81,0.36,0.33,0.0,0.0,0.0,48,40,39.8,41.7,0.77,0.8,4.31,6.1,0.94,28.9,0.84,0.71,3.57,1.34,0.1,0.83,0.22,0.12,0.34
B01GKTMQ60,5.0,this is a fantastic product and at a price point that defies belief i was both surprised and pleased at the superior quality and craftsmanship of this wallet i bought two one for each rather discerning daughter and they both loved them  i dont always get it right with gifts for them but this one was a winner highly recommend,prime clearance sale  deals day  leather bifold drivers license holder crocodile credit card caseblack,1.96,0.75,60.0,8.571428571428571,27.5,60,1,8,7,1,2,1,4,6,60.0,60.0,8.5714,7.0,8.0,7.0,0.2857,2.0,1.0,1.0,4.0,0.5714,6.0,0.8571,27,10,24,10,31,10,26,10,0.84,0.38,0.37,0.25,0.5,0.5,27,27,27.0,27.0,0.87,0.87,3.43,4.85,0.96,37.07,0.92,0.88,6.12,1.75,0.27,1.0,0.15,0.08,0.23
B0064EYS2M,5.0,these undercrackers tm a friend are fantastic good basic cotton undies that wont ride up your bum and make you increasingly irritable as the interval between bathroom breaks drags on or leave you trying to discreetly pick a wedgie on an elevator just as your boss walks on its like the doors know and open fasteranyway they dont dig or emphasize muffin top because the waistband is wide and comfortable the leg openings are similarly nonconstricting they are breathable they are simple they are the panties for todays practical woman buy sometheir one drawback is that because of the wide nonelastic waistband they tend to stretch out at the top if you lose and gain weight during the course of a month mine are still holding up even after some latepregnancy use but i can see that they will need to be replaced soon less annoying than a hole between the elastic and the fabric though no i am not adding a photo,hanes womens comfortsoft cotton stretch extra size low rise brief pack of ,14.585,0.7116564417177914,163.0,8.578947368421053,-77.06,163,1,24,19,1,12,1,5,14,163.0,163.0,8.5789,19.0,24.0,19.0,0.6316,12.0,1.0,1.0,5.0,0.2632,14.0,0.7368,82,34,76,34,95,35,80,35,0.84,0.44,0.41,0.3,2.13,1.03,82,46,44.8,42.4,0.86,0.92,5.95,8.41,0.97,61.2,0.95,1.0,23.0,3.39,0.29,0.94,0.2,0.07,0.28
B00K5NFO5I,2.0,i ordered  of these to give as gifts two came with the elephants upside down i contacted seller seller said they would send two new ones but i have not recieved them its been about  weeks now  disappointedthe other two bracelets are fine  just as expected i think ordering these is a gamble as to if your produce will be assembled correctly or not,mothers day giftbluetoptm love silver infinity elephant leather rope cross bracelet white and blue,5.78,0.828125,64.0,5.818181818181818,23.44,64,1,14,11,1,8,1,0,9,64.0,64.0,5.8182,11.0,14.0,11.0,0.7273,8.0,1.0,1.0,0.0,0.0,9.0,0.8182,29,9,25,9,38,10,30,10,0.79,0.33,0.31,0.25,0.75,0.61,29,29,29.0,29.0,0.76,0.76,3.33,4.7,0.93,21.26,0.83,0.92,10.08,2.25,0.37,0.69,0.1,0.07,0.17
B003XRSAV8,5.0,considering the only premium fez company in america charges around  for their fine embroidered fezes this is an excellent  fez hat blank being wool you can do stuff to it to customize per your wantspaint embroider felt and shape it has stitching around the rim to keep it from stretching out but you can undo it or cut it off so you can widen or narrow the fez through felting and shaping the little nub at the top is supposed to be what you attach your tassel to it comes out fairly easily and be replaced with what you want looked at hat websites and i can use super hold hair sprays not aquanet apparently to stiffen iti made mine shorter and wider washed it in hot water and soap making the walls thicker rinsed it in cold to shock it then rinsed it in hot water did this until satisfied and stretched it over a good sized plastic container using the top hole as a centering guide i laid heavy things on top to flatten the top i sewed around where i wanted the brim to be and am needle felting onto it plan to do all sorts of stuff to it you can too,fez hat  wool felt material,15.99,0.6310679611650486,41.2,12.117647058823529,-112.24,206,1,28,17,5,12,5,8,26,206.0,41.2,12.1176,17.0,5.6,3.4,0.7059,2.4,5.0,1.0,1.6,0.4706,5.2,1.5294,88,36,81,35,116,41,102,40,0.88,0.39,0.41,0.35,4.9,1.57,88,41,43.4,43.3,0.76,0.84,5.78,8.17,0.94,35.52,0.79,0.82,27.23,3.69,0.32,0.82,0.11,0.05,0.16
B00RLSCLJM,5.0,love love love this ring it has a nice weight to it and the sizes are true  it isnt overly thick or extremely thin its also very scratch resistant i have had it for months and i dont take it off to clean and it still looks brand new   f i ever for some reason need to replace this ring i plan on purchasing the exact same one in a different size its really that amazing and beautiful,mj metals jewelry  to  white tungsten carbide mirror polished classic wedding ring,14.989999999999998,0.7307692307692307,78.0,9.75,17.69,78,1,11,8,1,2,0,2,6,78.0,78.0,9.75,8.0,11.0,8.0,0.25,2.0,1.0,0.0,2.0,0.25,6.0,0.75,41,9,37,9,50,9,44,9,0.88,0.2,0.22,0.2,0.4,0.45,41,41,41.0,41.0,0.82,0.82,4.1,5.8,0.95,33.49,0.84,1.0,10.0,2.24,0.23,0.76,0.25,0.14,0.39
B000POJKMU,5.0,these were honestly more than what i wanted to spend for boot trees but the quality is obvious  given the cost of a good pair of boots this seemed like a wise investment  they really do make old boots with wrinkles look brand new again  when i take out the boot trees im really surprised how good the boots look  theyre easy to put in and take out so no issues there  i ordered only a few pair of these to try them out but ill be ordering more so that all of my boots have one of these,rochester cedar western boot tree for men,30.065,0.696969696969697,99.0,9.9,-3.64,99,1,13,10,1,7,1,1,10,99.0,99.0,9.9,10.0,13.0,10.0,0.7,7.0,1.0,1.0,1.0,0.1,10.0,1.0,43,8,36,8,63,13,49,13,0.78,0.27,0.19,0.07,0.07,0.18,43,37,36.2,37.4,0.68,0.74,3.83,5.42,0.91,19.52,0.73,0.8,9.6,2.19,0.24,0.58,0.18,0.08,0.27
B0017JF4FO,4.0,the purse is lightweight and looks well it has all the features i was looking for especially all the pockets the purse was worth the amount that i paid for it the leather is soft but thin however after receiving it i would not consider spending the original listed price of  otherwise i am satified with my purchase,goson cowhid leather handbag purse with cell phone holder  many pocket,31.85,0.7241379310344828,58.0,7.25,29.53,58,1,10,8,1,3,1,2,4,58.0,58.0,7.25,8.0,10.0,8.0,0.375,3.0,1.0,1.0,2.0,0.25,4.0,0.5,26,5,22,5,35,6,26,6,0.74,0.23,0.19,0.11,0.11,0.24,26,26,26.0,26.0,0.74,0.74,3.11,4.39,0.92,18.47,0.85,0.89,7.11,1.89,0.31,0.82,0.19,0.04,0.23
B00262G11W,5.0,these socks are by far the most comfortable athletic socks i have ever worn they fit well to my foot not being to big im a  in shoe size and bought a large and not being too snug or loose would definitely recommend them to someone else and will definitely grab another pair when i have worn this pair out,ecosox mens work  sport crew viscose from bamboo socks,9.09,0.7833333333333333,60.0,12.0,35.96,60,1,6,5,1,4,1,4,4,60.0,60.0,12.0,5.0,6.0,5.0,0.8,4.0,1.0,1.0,4.0,0.8,4.0,0.8,30,9,22,9,39,11,27,11,0.69,0.41,0.3,0.14,0.14,0.27,30,30,30.0,30.0,0.77,0.77,3.4,4.8,0.93,22.22,0.81,0.86,5.14,1.6,0.22,0.8,0.22,0.11,0.33
B01CQWBO90,3.0,fit and control were perfect however the item was not as sheer as i would have liked  i purchased this to wear to an evening wedding and was disappointed that they appeared more like tights than sheer pantyhose  will definitely wear again but under pants  not with a dress,spanx inpower line sheers highwaist pantyhose c very black,40.95,0.8367346938775511,49.0,9.8,38.66,49,1,6,5,1,4,1,2,3,49.0,49.0,9.8,5.0,6.0,5.0,0.8,4.0,1.0,1.0,2.0,0.4,3.0,0.6,25,7,18,7,31,8,21,8,0.68,0.38,0.28,0.17,0.17,0.29,25,25,25.0,25.0,0.81,0.81,3.18,4.49,0.94,23.81,0.86,0.83,4.17,1.44,0.24,0.85,0.05,0.05,0.1
B0061MUTZM,5.0,fantastic  i love this band  its not stiff like other nylon bands but feels silky smooth and pliable  and when the post office wouldnt deliver to my house and returned it the seller sent it back to my po box free of charge  truly a great  online buying experience,clockwork synergy   ring heavy nato pvd black watch strap bands,14.95,0.8775510204081632,49.0,12.25,38.66,49,1,5,4,1,1,1,3,4,49.0,49.0,12.25,4.0,5.0,4.0,0.25,1.0,1.0,1.0,3.0,0.75,4.0,1.0,30,12,28,11,31,12,29,11,0.94,0.38,0.4,0.4,0.8,0.63,30,30,30.0,30.0,0.97,0.97,3.81,5.39,0.99,156.19,0.97,1.0,5.0,1.58,0.17,0.93,0.28,0.03,0.31
B000NGMOT6,5.0,i just wanted to let everyone to know that i received the ring faster than i expected and it couldnt have been packed any better my wife also loved it so i couldnt be happier i would suggest anyone thinking about doing business with this seller to do so because of my wife being happy im happy thank you again and i look foward to doing business with again,sterling silver cubic zirconia pave eternity band ring,24.0,0.7246376811594203,69.0,8.625,26.82,69,1,14,8,1,3,1,0,3,69.0,69.0,8.625,8.0,14.0,8.0,0.375,3.0,1.0,1.0,0.0,0.0,3.0,0.375,31,5,24,3,47,6,36,4,0.77,0.11,0.16,0.07,0.07,0.18,31,31,31.0,31.0,0.66,0.66,3.2,4.52,0.89,15.47,0.67,0.8,9.6,2.19,0.33,0.64,0.08,0.03,0.11
B01B1X0YPK,4.0,this was big on my adult headso ill probably use some kind of foam inside the band to make it fit a  grader for a play it was a little crooked  slightly bent but i think i can fix that  the sailor hat is also a nice large size that should fit any adult i am looking for more of these in that size in bulk,funny party hats adult captains yacht hat and white cotton sailor hat,11.96,0.7575757575757576,66.0,9.428571428571429,38.33,66,1,10,7,1,6,1,0,11,66.0,66.0,9.4286,7.0,10.0,7.0,0.8571,6.0,1.0,1.0,0.0,0.0,11.0,1.5714,30,9,27,9,38,9,32,9,0.84,0.28,0.3,0.14,0.14,0.27,30,30,30.0,30.0,0.79,0.79,3.44,4.87,0.94,24.31,0.84,0.86,5.14,1.6,0.19,0.81,0.25,0.03,0.28
B00B97TOLY,4.0,have been using these for about a week and they do the trick of keeping my ears warm while i listen  ive never used behindthehead earmuffs so they take some getting used to plus they have a selftightening spring inside thats meant to keep them in place but begins to hurt my ears after a while  they are quite warm and sound is quite good  better than earbuds and more comfortable  all in all im pleased with these, tec fleece ear warmer with headphone,29.99,0.7564102564102564,78.0,9.75,17.69,78,1,11,8,1,5,1,4,10,78.0,78.0,9.75,8.0,11.0,8.0,0.625,5.0,1.0,1.0,4.0,0.5,10.0,1.25,34,9,29,9,44,9,35,9,0.8,0.26,0.26,0.0,0.0,0.0,34,34,34.0,34.0,0.77,0.77,3.62,5.13,0.93,24.12,0.83,0.79,8.64,2.08,0.31,0.92,0.2,0.0,0.2
B016W2K680,1.0,do not waste your time or money i dtill have this dress under my bathroom sink material is extremely cheap it is nothing like the picture nd the worse part i ordered a white one if i could have return it i would have i only give it a star because i had otherwise they wouldnt get a star,lasuiveur womens batwing sleeve v neck solid bodycon plus size dress,23.99,0.7627118644067796,59.0,7.375,36.97,59,1,11,8,1,6,1,1,4,59.0,59.0,7.375,8.0,11.0,8.0,0.75,6.0,1.0,1.0,1.0,0.125,4.0,0.5,29,5,25,5,39,5,30,5,0.77,0.17,0.17,0.3,0.9,0.67,29,29,29.0,29.0,0.74,0.74,3.28,4.64,0.92,19.67,0.83,1.0,10.0,2.24,0.33,0.73,0.1,0.07,0.17
B01FA7LL46,1.0,the steel rim to gem ratio is not as depicted from most angles you can only see the rim which was the kind of nose ring i was trying to avoid purchasing but i tried one anyway and discovered that they irritate my skin horriblyat first i thought it was just because they are thicker than im used to wearing but my nose got so sore i had to take the one i was wearing out in less than  minutes i then tried it in my primary ear piercing which has been established and healthy for over  years and very few earrings irritate my primary piercings well in seconds my ear turned red heated up and started to swell needless to say its the metal itself which i had soaked in rubbing alcohol dried and then wiped in alcohol again before using so no factory debris to blamei am returning these and will update on that experience as well,joybeauti stainless steel rhinestone bar curved nose studs rings body piercing jewelry  pcs,7.89,0.6666666666666666,159.0,7.95,-73.0,159,1,28,20,1,9,1,5,14,159.0,159.0,7.95,20.0,28.0,20.0,0.45,9.0,1.0,1.0,5.0,0.25,14.0,0.7,74,26,64,26,103,30,82,30,0.8,0.37,0.35,0.32,3.23,1.27,74,37,40.7,38.8,0.72,0.8,5.16,7.29,0.93,28.21,0.78,0.84,21.81,3.3,0.32,0.77,0.13,0.07,0.21
B015HSGWRY,3.0,i was disappointed that the underwear i received was not as pictured white with princesscastle pictures on the front the set that i received was very brightly colored and shows easily through light colored leggings precisely why i wanted white i wish i would have known that they would be different than pictured my daughter doesnt care though and they fit her comfortablyupdate although i never asked seller issued a refund after i left the above feedback i still need to find my daughter some white undies though,hanes toddler girls days of the week preshrunk cotton briefs ,17.73,0.7045454545454546,88.0,6.285714285714286,-0.93,88,1,16,14,1,11,1,1,14,88.0,88.0,6.2857,14.0,16.0,14.0,0.7857,11.0,1.0,1.0,1.0,0.0714,14.0,1.0,42,14,37,14,59,15,51,15,0.86,0.29,0.33,0.14,0.29,0.38,42,36,36.3,38.2,0.71,0.72,3.87,5.47,0.92,21.25,0.73,0.86,10.29,2.27,0.24,0.7,0.14,0.08,0.22
B000V0IBDM,2.0,i severely overpronate  i am a phys ed teacher and summer camp director so i am on my feet quite often  these worked well for about a week and then the pain in my hip and knees returned  i put the powerstep pinnacle maxx back in my shoe that i had worn for about  months prior and a day or so later and the pain was gone again,powerstep pinnacle orthotic shoe insoles,34.77,0.7058823529411765,68.0,11.333333333333334,27.84,68,1,6,6,1,2,1,3,5,68.0,68.0,11.3333,6.0,6.0,6.0,0.3333,2.0,1.0,1.0,3.0,0.5,5.0,0.8333,37,12,29,12,44,12,34,12,0.77,0.35,0.32,0.0,0.0,0.0,37,37,37.0,37.0,0.84,0.84,3.94,5.58,0.95,35.89,0.85,1.0,5.0,1.58,0.15,0.86,0.06,0.15,0.21
B000KPIHQ4,5.0,perfect fit for me and very sturdy for a great price  i mean the arch isnt made out of a formed metal like the expensive ones are but they do an exceptional job and provide very adequate support for my flat feet  i have them in all my shoes and i highly recommend them,powerstep pinnacle orthotic shoe insoles,34.72,0.7962962962962963,18.0,10.8,42.05,54,1,5,5,3,2,2,2,9,54.0,18.0,10.8,5.0,1.6667,1.6667,0.4,0.6667,3.0,0.6667,0.6667,0.4,3.0,1.8,28,7,26,7,31,7,29,7,0.94,0.24,0.25,0.0,0.0,0.0,28,28,28.0,28.0,0.9,0.9,3.56,5.03,0.97,50.32,0.9,1.0,6.0,1.73,0.21,0.92,0.28,0.07,0.34
