ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B0000DK356,4.0,i bought these after looking all over replacement filters for my humidifier i wanted the name brand original equipment not some cheap knockoff  these looked cheap when they arrived did not look like the original filters were not i boxes and did not have the microban treatment  just plain beige filters in plastic i wasnt expecting much  i figured they either would not wick the water efficiently or they would need replacing fairly oftenafter using the first filter three weeks now im happy to report i was wrong the filters work fine and are lighter and easier to handle than the old ones they are a good value and i would buy them againa couple of things i would suggest to get the best use use a humidifier bacteriostat treatment to keep the water and filter from getting dirty moldy or smelly you can get a  bottle pretty cheap and its worth it flip the filter over when you refill the tank helps the filter wear more evenly and keeps it from drying out so fast clean and sanitize the humidifier base monthly more if it needs it the bacteriostat keeps our pretty clean but its good to sanitize it regularly to make sure you arent polluting your own air,holmes  wick humidifier filter,15.97,0.6190476190476191,210.0,10.0,-124.76,210,1,33,21,1,12,1,7,21,210.0,210.0,10.0,21.0,33.0,21.0,0.5714,12.0,1.0,1.0,7.0,0.3333,21.0,1.0,88,29,80,28,133,40,117,39,0.88,0.33,0.33,0.22,1.73,0.93,88,35,41.4,39.3,0.66,0.75,5.4,7.63,0.92,25.15,0.68,0.73,19.7,3.14,0.23,0.62,0.21,0.07,0.27
B00MGMY95M,2.0,me and my wife bought a frigidaire front load washer  dryer set a few years back and loved it until the first time the heating element went out  after having a repairman come out to our house at  a visit he told us the heating element went out and made the mistake of showing us what it looked like  we went to amazon and ordered this and i installed it  the dryer worked fine for a few more months until the element went out again  since then weve had to replace the heating element about every  or  months  were not doing laundry every day  maybe mon wed and sat but we are drying  or  loads each time  the heating element we think is just a poor quality because it shouldnt burn out that soonthe last heating element we bought back in jan or sometime ago burned out last week so i had to order a new one this weekend  were now looking into replacing the entire set because im tired of replacing this one little part every  months,garp  compatible replacement for dryer heater coil fits frigidaire gibson kelvinator kenmore tappan westinghouse,12.31,0.6123595505617978,178.0,9.368421052631579,-92.28,178,1,27,19,1,14,1,9,22,178.0,178.0,9.3684,19.0,27.0,19.0,0.7368,14.0,1.0,1.0,9.0,0.4737,22.0,1.1579,69,16,60,16,105,21,88,21,0.84,0.24,0.23,0.17,0.83,0.65,69,39,38.8,39.5,0.66,0.8,4.76,6.73,0.91,22.4,0.68,0.77,17.63,2.97,0.26,0.67,0.14,0.05,0.18
B00OL1CIOA,4.0,my hotpoint dryer was making a terrible squeaking sound so after doing some research i bought this to fix the problem it came with everything i needed but the instructions werent great although it wasnt hard to install it was a little frustrating guessing some parts because of the lack of detailed directions but it worked and my dryer no longer squeaks,ge dryer bearing kit  bearing   dryer slides     dryer slides     belt   felt   ,32.0,0.7741935483870968,20.666666666666668,6.888888888888889,17.01,62,1,13,9,3,2,1,0,5,62.0,20.6667,6.8889,9.0,4.3333,3.0,0.2222,0.6667,3.0,0.3333,0.0,0.0,1.6667,0.5556,34,12,30,11,37,13,32,12,0.86,0.38,0.35,0.5,3.0,1.22,34,34,34.0,34.0,0.92,0.92,3.95,5.59,0.98,66.97,0.94,1.0,12.0,2.45,0.38,0.87,0.16,0.0,0.16
B00DM8L056,5.0,the heater element i received was a whirlpool corporation factory certified part it appeared to be the exact same as the original one that went bad i was confident this was the bad part limit switches tested good and no continuity on the bad heating element installed the new one cleaned the dryer tested and i now have a working dryer again highest recommendations on this part,whirlpool  single element,30.0,0.6716417910447762,67.0,6.090909090909091,11.93,67,1,12,11,1,8,1,1,13,67.0,67.0,6.0909,11.0,12.0,11.0,0.7273,8.0,1.0,1.0,1.0,0.0909,13.0,1.1818,34,11,30,11,46,12,38,12,0.83,0.32,0.32,0.22,0.44,0.47,34,34,34.0,34.0,0.74,0.74,3.54,5.01,0.92,21.06,0.79,0.89,7.11,1.89,0.21,0.72,0.24,0.0,0.24
B00006IV17,4.0,i have absolutely no qualms with this purchase the company i purchased from had a very reasonable price and the item arrived in a timely manner the only reason i didnt give it  stars is because  lets be honest  its a humidifier filter i cant get that excited about it and claim that i love it,holmes quotaquot humidifier filter ,11.89,0.7857142857142857,56.0,8.0,23.1,56,1,8,7,1,6,1,2,10,56.0,56.0,8.0,7.0,8.0,7.0,0.8571,6.0,1.0,1.0,2.0,0.2857,10.0,1.4286,28,8,26,8,35,8,31,8,0.89,0.26,0.29,0.4,1.6,0.89,28,28,28.0,28.0,0.8,0.8,3.35,4.73,0.94,24.6,0.84,1.0,10.0,2.24,0.32,0.75,0.1,0.06,0.16
B0053F80JA,5.0,this is the identical part to what came out of my whirlpool electric dryer it is identical in materials markings and dimensions except this new one is not marked made in china although im certain it is the two screws needed for installation were not included so make sure you keep your old ones the installation took a couple minutes and the fit was perfect so far it is a five star product but if it fails unreasonably soon i will updategreat price at  and free shipping item arrived in about three and half days from the other side of the country very happy customer  if you have any questions just ask and i will happily answer thanksspo,whirlpool  door switch for dryer,8.93,0.7542372881355932,118.0,7.866666666666666,-31.38,118,1,18,15,1,8,1,3,10,118.0,118.0,7.8667,15.0,18.0,15.0,0.5333,8.0,1.0,1.0,3.0,0.2,10.0,0.6667,60,15,52,13,72,17,56,15,0.78,0.27,0.25,0.07,0.07,0.19,60,39,42.9,41.9,0.83,0.78,5.0,7.07,0.96,43.57,0.93,0.93,12.07,2.46,0.23,0.96,0.21,0.05,0.27
B0000DK356,1.0,i was very disappointed to find that both the wicking material and the jacket meant to provide support dissolved when i soaked the product to extend its service life  other vendors products withstood several prolonged rinses and return to servicethese items are too costly for a couple weeks of use and discard  i will find another supplier,holmes  wick humidifier filter,15.97,0.8245614035087719,57.0,9.5,13.62,57,1,10,6,1,5,1,3,10,57.0,57.0,9.5,6.0,10.0,6.0,0.8333,5.0,1.0,1.0,3.0,0.5,10.0,1.6667,33,13,31,13,38,13,35,13,0.92,0.37,0.39,0.38,1.12,0.75,33,33,33.0,33.0,0.87,0.87,3.79,5.35,0.96,40.73,0.89,0.88,6.12,1.75,0.2,0.84,0.2,0.03,0.23
B00005OU6T,2.0,i purchased two of these for my holmes humidifier  seller was good but product is badfirstly the picture looks like the filter is surrounded by plastic  the product in fact doesnt have the black surround but a metallic wire frame instead  after a few days of use the water turned yellow the metal is oxidized i assume rust and the filter is growing some white crusty stuff  the water i used goes through a water softener and reverseosmosis system so its quite pureill be discarding this and the second filter that i havent opened  its priced low so its not even worth returning,holmes quotcquot humidifier filter ,5.98,0.7281553398058253,34.333333333333336,7.923076923076923,-16.16,103,1,14,13,3,10,3,2,18,103.0,34.3333,7.9231,13.0,4.6667,4.3333,0.7692,3.3333,3.0,1.0,0.6667,0.1538,6.0,1.3846,52,18,46,17,67,21,56,20,0.84,0.36,0.35,0.23,0.69,0.59,52,38,40.5,39.4,0.78,0.76,4.49,6.35,0.94,30.29,0.82,1.0,13.0,2.55,0.23,0.8,0.2,0.02,0.21
B01G4VYY3W,5.0,these are exact match for oem filters  only the oem filters cost  times as much  i am a landlord so i want to save money on operating costs but these are so cheap i can give them away to my tenants and save them  because i spent about   good deal for all  highly recommended,aquacrest replacement  refrigerator water filter compatible with samsung    aquapure plus  pack of ,21.99,0.7777777777777778,54.0,7.714285714285714,33.59,54,1,8,7,1,4,1,1,8,54.0,54.0,7.7143,7.0,8.0,7.0,0.5714,4.0,1.0,1.0,1.0,0.1429,8.0,1.1429,26,6,23,6,36,8,30,8,0.83,0.27,0.23,0.14,0.14,0.27,26,26,26.0,26.0,0.72,0.72,3.06,4.33,0.91,17.14,0.77,0.86,5.14,1.6,0.2,0.73,0.17,0.1,0.27
B001AAEG54,4.0,i bought this for dusting my mammoth hot water radiators it worked great but the little plastic tip fell off and if i wasnt careful it could scratch things since the tip is metal the brush is really sturdy not too flexible but allows you to bend it into shape once bent into a shape it will hold the shape and not bounce back,whirlpool  multi use cleaning brush for refrigerators and dryers,13.28,0.765625,21.333333333333332,7.111111111111111,31.9,64,1,11,9,3,6,2,2,6,64.0,21.3333,7.1111,9.0,3.6667,3.0,0.6667,2.0,3.0,0.6667,0.6667,0.2222,2.0,0.6667,33,13,29,13,40,15,34,15,0.85,0.44,0.39,0.55,3.27,1.28,33,33,33.0,33.0,0.82,0.82,3.69,5.22,0.95,30.72,0.85,0.91,9.09,2.13,0.29,0.73,0.26,0.09,0.35
B004UB1O9Q,5.0,i was hesitant to buy this bc of the reviews about people getting a fake one i finally bit the bullet and bought it anywaysthe delivery was fast before scheduled datethe product it self was great fits in to my samsung french door fridge perfectly the product itself says samsung made in korea it filters out good water i can test the difference as far as i can tell it is a genuine samgsung filter i will buy fri here again,samsung genuine  refrigerator water filter  pack,116.0,0.7530864197530864,81.0,7.363636363636363,14.64,81,1,13,11,1,6,1,1,11,81.0,81.0,7.3636,11.0,13.0,11.0,0.5455,6.0,1.0,1.0,1.0,0.0909,11.0,1.0,42,17,35,15,54,19,44,17,0.81,0.39,0.4,0.25,0.75,0.61,42,39,39.7,40.0,0.78,0.78,4.04,5.72,0.94,27.5,0.8,0.83,8.33,2.04,0.23,0.81,0.18,0.07,0.25
B0006GVNOA,5.0,we have  foot of solid dryer vent pipe ending in  rightangles before going through the floor into the flexible dryervent hose coming from the dryer  i cant get behind the dryer without moving both the washer and dryer and they are heavy  so being lazy i decided to clean the vent from the outside of the house inward  i didnt use a vacuum cleaner or a blower or suction of any kind  i did tighten each section of tubing with pliers and taped them  i threaded all  foot of tubing with the brush on the end into the outside vent and then backed it out  i got a good amount of lint clods out  then i turned on the dryer to blow everything out  i got no air coming out at all  my fear had come true i had forced gobs of lint into the rightangles at the end of the run  i still didnt want to move that washer and dryer so i figured id try one other thing use the clodbuster attachment  now im really getting lazy so i tightened each tubing section by hand no pliers and didnt use tape  i pushed all  foot of tubing into the vent until i hit some resistance and then turned the tubing by hand too lazy to hook the drill up  then i pulled it all out and there wasnt any lint at all that came out so now im resigned to having to move the washer and dryer but before i do i figured i might as well turn the dryer on and see what happens  lots of lint clods blew out and kept coming out for about  seconds  ive attached pictures of it  im really happy with this product and if it worked for me with all the shortcuts i took it will probably work great for you  as a point of reference we built this house five years ago and this is the first time i ever cleaned the vent  a load of ten bath towels used to take  minutes to dry lately its been taking  to  hours so i knew i couldnt put cleaning the pipe off any longer,gardus  linteater rotary dryer vent cleaning system,29.09,0.512396694214876,,,-271.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,44,110,44,220,74,189,74,0.86,0.39,0.36,0.17,1.86,0.96,123,40,39.0,40.3,0.56,0.79,5.86,8.29,0.89,21.73,0.58,0.62,24.62,3.51,0.21,0.62,0.09,0.03,0.12
B004XLDCM0,5.0,my dryer wouldnt heat  watched a youtube video on how to diagnose and replace  ordered this part and it lined up and installed exactly as the original  the dryer ignited on demand  its been about   months and no issues i guess only time will tell how long it lasts my dryer is about  yrs old and its the first replacement of the igniter,whirlpool  igniter for dryer,15.11,0.7619047619047619,63.0,9.0,15.99,63,1,8,7,1,4,1,4,7,63.0,63.0,9.0,7.0,8.0,7.0,0.5714,4.0,1.0,1.0,4.0,0.5714,7.0,1.0,32,10,30,10,35,12,32,12,0.91,0.38,0.31,0.3,0.9,0.67,32,32,32.0,32.0,0.91,0.91,3.82,5.41,0.97,61.26,0.94,1.0,10.0,2.24,0.31,0.87,0.16,0.06,0.22
B00DM8JA80,5.0,replacement in my norcold  in my rv took a little while but was straightforward  parts were identical except for the water fill cup so i moved my old cup along with the wire bail to the new unit  now no more flaking from the ice mold and no more dripping icicles into the ice bin,whirlpool  ice maker assembly,62.0,0.8,55.0,18.333333333333332,41.03,55,1,4,3,1,2,1,2,6,55.0,55.0,18.3333,3.0,4.0,3.0,0.6667,2.0,1.0,1.0,2.0,0.6667,6.0,2.0,29,13,24,13,33,14,26,14,0.79,0.54,0.45,0.0,0.0,0.0,29,29,29.0,29.0,0.88,0.88,3.57,5.05,0.96,41.09,0.92,1.0,2.0,1.0,0.08,0.88,0.27,0.0,0.27
B00AL0DJNY,4.0,the fan works great and has solved the venting problem completely i have yet to mount the current sensor not that its hard to figure out how to wire it but it is a real pain to mount because it does not fit standard us boxes i am going to have to cobble together a two gang box with a depth extender someone suggested mounting it on the back of the dryer and i will say i have not yet ruled that out because i would rather not disrupt the steel conduit housing the  line again simply because it is a lot of extra work i will advise readers that the fan is mounted below a floor joist using the included base and some lag screws and its loud in the room above no one seems to offer a hanging motor vibration mount so i will need to make it myself this is also doable but very annoyingupdate  january  the fan is still working well my final solution to mount the current switch was a doublegang metal deep box with an extension cover on top this gave me enough room to push the detector inside and to wire an outlet on the cover i bought a  ft dryer cable split the wires and threaded right through the box the box is mounted on the wall behind the dryer and gets fan power by a line cord that plugs into the same outlet as the washer works perfectly note the hose clamps i put on the fan worked unscrewed under thermal stress i will need to check them every few months  to reduce vibration i bought some rubber vibration absorbing bushings and put them on the lag screws that hold the bracket to the ceiling joist not a great solution but it reduced the noise and didnt require much effort,tjernlund  inline fan with current sensor switch dryer duct booster  metal ,126.31,0.5533980582524272,,,-216.79,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,45,114,45,188,61,161,61,0.86,0.38,0.36,0.22,2.42,1.1,125,37,43.1,41.4,0.66,0.81,6.45,9.12,0.92,29.18,0.71,0.74,27.38,3.7,0.23,0.71,0.13,0.04,0.17
B004H3XV34,5.0,our model is the  and the replacement pump for it is the  instead of the  but the cheapest i could find it for was  so i figured i would try this one to see if it would work since it was a straight input instead of a  degree got it changed out in about ten minutes without any modifications the mounting bracket is different but it bolted right up and didnt have any problem hooking up the power or hoses pump runs quiet as well can barely even tell its running im very happy with the choice of this pump,ge  pump for washer,38.93,0.7,33.333333333333336,7.142857142857143,-4.65,100,1,16,14,3,7,3,2,11,100.0,33.3333,7.1429,14.0,5.3333,4.6667,0.5,2.3333,3.0,1.0,0.6667,0.1429,3.6667,0.7857,45,12,38,12,56,14,43,14,0.77,0.33,0.27,0.29,1.14,0.76,45,41,40.3,41.8,0.8,0.82,4.25,6.01,0.95,32.18,0.88,0.93,12.07,2.46,0.3,0.88,0.21,0.09,0.3
B001AKCLVK,3.0,this got wet and malfunctioned on me which granted ismt good for any electronic but you would figure one off these could take a little more moisture than it did also it took forever to figure out how to change from fareignheit to celsius however it was a very good price for the product while it was working,precisertm multifunction indoor room lcd electronic temperature humidity meter digital thermometer hygrometer weather station alarm clock,4.0,0.8275862068965517,58.0,7.25,37.99,58,1,10,8,1,7,1,1,7,58.0,58.0,7.25,8.0,10.0,8.0,0.875,7.0,1.0,1.0,1.0,0.125,7.0,0.875,25,8,19,7,29,8,22,7,0.76,0.32,0.32,0.18,0.36,0.43,25,25,25.0,25.0,0.86,0.86,3.28,4.64,0.96,33.18,0.86,0.82,7.36,1.92,0.41,1.0,0.14,0.09,0.23
B015BRB65E,2.0,the filters do not contain aluminum ribbing they have much less structural integrity than i would come to expect from a  filter they are also shorter than the normal  filter i have a vicks coolmoisture humidifier normally the filter would fill the tray completely with a snug fit these filters have almost an inch to spare on one side and with the lack of ribbing they will slide around in the tray when movedim not impressed with these filters and will not be buying again,filterbuy replacement humidifier wick filters compatible with  kaz amp vicks pack of ,31.96,0.6705882352941176,85.0,10.625,2.12,85,1,13,8,1,3,1,1,6,85.0,85.0,10.625,8.0,13.0,8.0,0.375,3.0,1.0,1.0,1.0,0.125,6.0,0.75,37,15,29,14,50,22,37,21,0.74,0.57,0.41,0.3,0.9,0.67,37,37,37.0,37.0,0.74,0.74,3.7,5.23,0.92,22.07,0.78,0.9,8.1,2.01,0.24,0.63,0.16,0.05,0.22
B00M258SOG,1.0,its not white like the picture my dishwasher is white though which is why i bought it i even entered the model number and amazon said it matched i contacted the seller  and their response was that they discontinued white that shouldve been mentioned in the description in fact the picture is still white,frigidaire  silverware basket dishwasher,25.99,0.7037037037037037,54.0,6.0,33.59,54,1,10,9,1,8,1,2,11,54.0,54.0,6.0,9.0,10.0,9.0,0.8889,8.0,1.0,1.0,2.0,0.2222,11.0,1.2222,23,5,21,5,33,5,26,5,0.79,0.19,0.22,0.12,0.12,0.25,23,23,23.0,23.0,0.7,0.7,2.83,4.0,0.9,14.71,0.81,1.0,8.0,2.0,0.31,0.91,0.08,0.08,0.15
B0014CN8Y8,4.0,my vent was almost  long and though the basement is finished there was an elbow in the vent visible  from the outside in a storage room  luckily i was able to get the first  from the outside and then the next  from the elbow i removed  it worked very well  it went around multiple bends without a problem  it did not seem to want to go down the vent from the dryer end for some reason  i didnt want to force it  coming from the other direction was no issuewould have given it  stars if it werent so over priced  i bought this kit plus the  foot extension kit  all that is useful was the  brush and the rods the rest i found no need for  so i got   threaded rods and a  brush for   but the product worked so maybe i shouldnt complainthe directions say put tape where the rods screw together  not really sure how much that would help if you got into some thick lint and put the drill in reverse  understand that if you put the drill in reverse in any situation this thing is going to come apart and youll have a huge problem if it is a long vent  check and double check each time would be my advice  better advice might be to put electrical tape on the drill so you cant put it in reverse, gardus  linteater rotary dryer vent cleaning system,29.09,0.5407725321888412,,,-148.11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,26,76,23,137,38,113,35,0.82,0.31,0.3,0.14,0.71,0.6,86,39,39.8,39.4,0.63,0.77,5.2,7.35,0.91,22.58,0.67,0.69,16.46,2.87,0.21,0.63,0.15,0.04,0.19
B0002GTTRC,5.0,i often hesitate ordeing some things i need through the computer because i make mistakes  i also prefer seeing the object before i purchsase anything  however i was very successful this time and got what i needed and it was right and has been doing the job it is suppose to do in filtering the water in the refrigerator  water now tastes better and i feel it meets my needs  thank you jwf,ge gswf refrigerator water filter ,39.98,0.7397260273972602,73.0,5.615384615384615,5.84,73,1,17,13,1,8,1,2,7,73.0,73.0,5.6154,13.0,17.0,13.0,0.6154,8.0,1.0,1.0,2.0,0.1538,7.0,0.5385,35,6,29,6,49,6,39,6,0.8,0.15,0.17,0.25,1.0,0.71,35,35,35.0,35.0,0.71,0.71,3.54,5.0,0.91,19.55,0.74,0.88,12.25,2.47,0.36,0.8,0.1,0.05,0.15
B00AF7RG9G,4.0,i was looking for a replacement drawer cover after mine snapped and this was the closest one that i could find even the lg website didnt list the actual part  that i needed the measurements looked close and the photo looked right so i gave it a shot i am happy to report that this also fits lg model  the only difference is that the humidity control is blue instead of grey the design of this cover and the original is not very good and you have to put a lot of stress on the hinges which is what broke in the first place at least they are relatively inexpensive,lg electronics  refrigerator drawer cover assembly with clear plastic window for crisper with humidity control white,14.73,0.6909090909090909,110.0,6.111111111111111,-23.26,110,1,20,18,1,13,1,2,18,110.0,110.0,6.1111,18.0,20.0,18.0,0.7222,13.0,1.0,1.0,2.0,0.1111,18.0,1.0,53,12,47,12,69,13,56,13,0.81,0.23,0.23,0.09,0.09,0.21,53,38,40.4,40.5,0.77,0.76,4.51,6.38,0.94,29.51,0.84,0.82,7.36,1.92,0.16,0.84,0.27,0.07,0.34
B00XNOZWOY,2.0,i bought these for my kenmore refrigerator and they fit well  however i started having problems with my ice maker and freezer not cooling and the ice melting  after using  filters i ordered the sears brand and problem solved apparently not just any filter will work with all refrigerator brands,icepure  replacement refrigerator water filter compatible lg    kenmore      pack,32.99,0.78,50.0,8.333333333333334,20.73,50,1,9,6,1,2,1,2,5,50.0,50.0,8.3333,6.0,9.0,6.0,0.3333,2.0,1.0,1.0,2.0,0.3333,5.0,0.8333,25,11,22,11,33,15,27,15,0.82,0.56,0.44,0.25,0.5,0.5,25,25,25.0,25.0,0.76,0.76,3.08,4.35,0.92,19.12,0.81,1.0,8.0,2.0,0.3,0.69,0.0,0.11,0.11
B001ICQSH8,3.0,i bought this for my electrolux refrigerator the old one i removed had removeable perforated cutouts on both sidesthis unit only had the perforated cutout on one side im not sure if this is the right one for my refrigerator or not but i just used a razor blade to cutout the other side i assume some electrolux fridges use a flow through filter and some are just activated charcoal absorbing pads so be mindful,electrolux eafcbf replacement air filter,10.5,0.7066666666666667,25.0,12.5,12.27,75,1,9,6,3,3,2,0,9,75.0,25.0,12.5,6.0,3.0,2.0,0.5,1.0,3.0,0.6667,0.0,0.0,3.0,1.5,35,16,31,16,50,21,42,21,0.84,0.5,0.46,0.42,2.08,1.02,35,35,35.0,35.0,0.7,0.7,3.5,4.95,0.91,18.63,0.74,0.83,8.33,2.04,0.24,0.7,0.17,0.05,0.21
B007KDZ6WC,5.0,when my furnace repairman told me it was going to be  for a new solenoid valve i immediately went to amazoncom and found what i needed for less than half that a couple of clicks and in a couple of days i had just what i needed i installed perfectly worked perfectly and all is good,aprilaire  solenoid valve  volt for humidifier models    ,37.5,0.7321428571428571,inf,7.0,31.56,56,1,10,8,0,6,0,1,7,56.0,0.0,7.0,8.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.125,0.0,0.875,24,8,22,8,34,9,30,9,0.88,0.3,0.33,0.2,0.4,0.45,24,24,24.0,24.0,0.71,0.71,2.91,4.12,0.9,15.51,0.73,0.8,6.4,1.79,0.27,0.69,0.1,0.1,0.2
B0006GVNOA,4.0,great product but they need to include more rods in the kit i had to buy a second set of rods and that still wasnt enough so ill end up spending  dollars on this kit which isnt terrible if you factor what you would get charged out in town but still its plastic rods with a brush attachedthats overpriced for something so simpleso enough of me complaining about it being overpriced and get to the review it works great if you arent an idiot and use common sense when using it  always clockwise again always clockwise i cant be anymore clear about this  use electrical tape or duct tape as a backup in case you screw up on number  above its a good safety measure so just do it it only takes a few seconds per rod to wrap in tape  feed one rod at a time taping each one as you go  dont force the rods if you get resistance with the drill attached if you get resistance remove the drill from the rod and using your hands wiggleshift the rods until you get past the resistance and then reconnect the drill and continue most likely if you reach resistance is likely one of two things  you have a large bend in your duct or  you have a lot of blockage if its number  start pulling the rod out with or without the drill attached if the drill remains attached remember to always spin  clockwise as youve probably hit a patch of lint clogged heavily in one area pulling the rod out will likely pull a large portion of lint youve broken loose out with the rod and brush  attachment so vacuum it up or blow it out if you have a leaf blower and then start again i didnt disconnect rods during this step but i did take my time to hand feed the rod and brush back in to ensure i didnt damage the rods  once youve reached the end of your vent start pulling your rods out the same way you went in clockwise so that you catch any debris you might have missed on the initial cleaning  i pushed the brush through  times in total from different sides of the vent since i was short a few rods and used the leaf blower  times in between to ensure i was pushing any lint to the exterior of the house never blow the leaf blower into the house only blow to the outside of the house unless you want a huge mess in your house  lastly id recommend using a face maskrespirator mask as this stuff is messy and you dont know whats growing in it i had some cheap carpentry mask but will use a better version next time i clean it as its not fun to breath in,gardus  linteater rotary dryer vent cleaning system,29.09,0.4641350210970464,,,-384.26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,58,139,55,276,100,237,96,0.86,0.41,0.38,0.24,4.38,1.48,154,41,41.8,39.9,0.56,0.8,6.55,9.27,0.9,23.51,0.59,0.69,35.15,4.19,0.22,0.56,0.13,0.03,0.16
B01E85LYNO,5.0,i was very skeptical about buying the icepure mwf refrigerator water replacement filters because i had always bought the ge brand which costs a lot more than the icepure brand  i was however pleasantly surprised to find that the installation of the icepure filter was very easy and i have not experienced any problems with leakage  also i was able to reset the indicator on my refrigerator so far so good  i am very pleased,icepure mwf refrigerator water filter replacement ge  ,25.29,0.72,75.0,8.333333333333334,3.81,75,1,12,9,1,6,1,0,8,75.0,75.0,8.3333,9.0,12.0,9.0,0.6667,6.0,1.0,1.0,0.0,0.0,8.0,0.8889,36,14,29,14,55,19,42,19,0.76,0.45,0.39,0.14,0.14,0.27,36,34,34.0,34.8,0.65,0.68,3.43,4.85,0.89,16.46,0.69,0.86,5.14,1.6,0.14,0.58,0.14,0.07,0.21
B00EDI8FTS,1.0,update jan   downgrading to  star the first time i ordered everything was great as you can see below after all the bad reviews i was nervous but went in previous experience and ordered big mistake they both leaked and had loose plastic parts in the packaging never again went back to genuine bosch filters and all is good againbought for my parents at a fraction of the price of the bosch filters and it works fine easily removing chlorine taste from water whats not to like about working the same at a fraction of the price,bosch replacement water filter        recyclable and made in usa and canada ,29.86,0.7395833333333334,96.0,12.0,-9.05,96,1,12,8,1,4,1,2,16,96.0,96.0,12.0,8.0,12.0,8.0,0.5,4.0,1.0,1.0,2.0,0.25,16.0,2.0,48,15,42,15,58,18,50,18,0.86,0.36,0.31,0.29,1.14,0.76,48,43,42.4,42.5,0.83,0.86,4.46,6.3,0.95,37.84,0.84,0.79,8.64,2.08,0.22,0.78,0.24,0.02,0.26
B001HPD4HI,5.0,i have an older home that has a jenn air stove having owned a jenn air gas stove in the past i loved it however my new home has the electric stove i hated using my stove due to the older cartridges that were with the unit they did not function properly and made it just a pain to cook i love to cook and again the old cartridges were a total pain so with hesitation i purchased this cartridge and hoped for the best i was shocked by how happy i am with this unit now i enjoy cooking again one of the big problems with my older cartridges is a metal lip that runs around the edge of the cartridge which made large pots impossible to use and it was a pain to keep clean as grease and debris were constantly in the lip i had to use a toothbrush at times to clean it so again it was just a huge pain the older ones did not work well with my le creuset cookware this cartridge has no lip and all of my very large pots fit perfectly  keep in mind this is radient heat so it does heat a bit slower and gets cooler slower as well but over all not a very noticeable difference the cartridges are a breeze to keep clean and look great eventually i will be remodeling my entire kitchen but since i found these cartridges i can wait on replacing my stove,black jenn air radiant cartridge ,295.99,0.5099601593625498,,,-149.46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,26,79,26,157,41,131,41,0.83,0.31,0.3,0.14,0.68,0.58,86,32,38.2,35.2,0.55,0.72,4.85,6.86,0.88,18.45,0.6,0.7,18.27,3.02,0.2,0.53,0.15,0.05,0.21
B002DUCENQ,3.0,very hard to do  this is not a job for the timid  the instructions are not very clear and you have to take every last piece of the door apart to make this work  once you figure it out then it is easy but reading the instructions and trying to follow them was a real challenge  took two hours to change the hinge from one side to the other side so that the door would open on the side that i preferred  would not have done this if i had known it would take this much time,whirlpool  duet door reversal kit univer,15.99,0.6494845360824743,inf,8.818181818181818,6.86,97,1,17,11,0,6,0,1,11,97.0,0.0,8.8182,11.0,0.0,0.0,0.5455,0.0,0.0,0.0,0.0,0.0909,0.0,1.0,38,3,32,2,54,3,41,2,0.76,0.05,0.08,0.0,0.0,0.0,38,35,36.3,35.7,0.7,0.7,3.66,5.17,0.91,19.67,0.78,0.79,8.64,2.08,0.27,0.75,0.17,0.07,0.24
