ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B0018TJHG0,5.0,one of the best musical purchases ive ever bought  heavy definitely heavy but still way easier than hauling around several cases  being the utility musician in the band this makes  less case i need to drag around  i wish it would come with an instrument stand holder but that will get added on,guardian  violin and mandolin case,169.2,0.8867924528301887,53.0,8.833333333333334,26.14,53,1,9,6,1,5,1,0,8,53.0,53.0,8.8333,6.0,9.0,6.0,0.8333,5.0,1.0,1.0,0.0,0.0,8.0,1.3333,30,8,28,8,33,8,31,8,0.94,0.26,0.27,0.3,0.9,0.67,30,30,30.0,30.0,0.91,0.91,3.69,5.22,0.97,55.71,0.9,1.0,10.0,2.24,0.32,0.91,0.23,0.06,0.29
B000RVYMWE,5.0,i had to write a review for thisfor the price this thing is fantastic i havent put it down since it came ini got this because i have to travel overseas for school and dont want the hassle or stress of bringing my jumbo taylormuch bigger sound than i was expecting from such a small instrumentkeeps tuning fairly well although the c string goes out of tune after a few songs but for the price i cannot complainvery happy to have something fun to bring with me to school in the caribbean,yamaha  guitalele natural,14.99,0.7608695652173914,93.0,10.333333333333334,3.48,93,1,15,9,1,8,1,2,9,93.0,93.0,10.3333,9.0,15.0,9.0,0.8889,8.0,1.0,1.0,2.0,0.2222,9.0,1.0,44,15,40,14,55,16,48,15,0.87,0.31,0.34,0.17,0.33,0.41,44,41,40.2,41.8,0.8,0.82,4.2,5.93,0.94,31.25,0.83,0.92,10.08,2.25,0.23,0.78,0.19,0.08,0.27
B00UIP0IPO,3.0,leadfree solder strikes again power connector connection is faulty i looked and it looks like the leadfree solder is all dried out and didnt bond well if i flow some tinlead solder on there it should fixim not sure if this is why i recieved an electric shock when picking it up or if its that ground loop isolation is required,di box balanced  channel mixer  microphoneinstrument balanced line stereo music  rca input mono output,0.91,0.7868852459016393,61.0,7.625,34.94,61,1,10,8,1,6,1,1,5,61.0,61.0,7.625,8.0,10.0,8.0,0.75,6.0,1.0,1.0,1.0,0.125,5.0,0.625,29,12,25,12,38,15,31,15,0.82,0.48,0.41,0.3,0.9,0.67,29,29,29.0,29.0,0.76,0.76,3.33,4.7,0.93,21.26,0.81,0.9,8.1,2.01,0.29,0.83,0.23,0.03,0.26
B0002IK9CY,4.0,i love these bells but like many of you i thought i was getting  not   it was my fault for not reading the description more carefully and i also didnt read the reviews because my son uses these bells in music class so i already knew i liked them  when only one arrived i was so sad  i thought that for only getting one set of bells the price was rather high  i ended buying more from my sons music teacher and they were less than half of what i paid for them on amazon  my son still loves them though,hohner  animal jingle bell  pc,7.99,0.6435643564356436,20.2,6.3125,-5.67,101,1,19,16,5,11,5,0,9,101.0,20.2,6.3125,16.0,3.8,3.2,0.6875,2.2,5.0,1.0,0.0,0.0,1.8,0.5625,39,5,32,5,64,7,51,7,0.8,0.14,0.13,0.0,0.0,0.0,39,32,32.2,33.4,0.61,0.64,3.45,4.88,0.88,15.17,0.63,0.71,8.47,2.06,0.24,0.57,0.12,0.06,0.18
B001P3ZH2C,5.0,great  trumpet for middle schooler  sounds the same as the expensive one  now he does not have to lug the old heavy case trumpet back and forth on bus valves were sticky when we got it used but they loosened up after some oiling and lots of manipulation,etude  series student bb trumpet lacquer,34.99,0.9166666666666666,48.0,9.6,48.14,48,1,7,5,1,4,1,2,7,48.0,48.0,9.6,5.0,7.0,5.0,0.8,4.0,1.0,1.0,2.0,0.4,7.0,1.4,29,9,24,9,30,10,25,10,0.83,0.4,0.31,0.33,0.67,0.58,29,29,29.0,29.0,0.97,0.97,3.74,5.29,0.99,148.19,0.96,1.0,6.0,1.73,0.24,0.91,0.28,0.04,0.32
B0002II6V0,1.0,i mean it it just stinks it smells awful it is a mix between toxic rubber petroleum and a chemical spill it does do a good job of being a mute but my nose being so close to this thing while playing the violin is unbearablei thought of returning it but seems trivial since it cost only a few dollars once again you get what you pay for,glaesel  violin ultra practice mute,7.99,0.7794117647058824,68.0,7.555555555555555,27.84,68,1,13,9,1,5,1,2,9,68.0,68.0,7.5556,9.0,13.0,9.0,0.5556,5.0,1.0,1.0,2.0,0.2222,9.0,1.0,36,12,32,12,40,12,33,12,0.82,0.36,0.33,0.09,0.09,0.21,36,36,36.0,36.0,0.9,0.9,4.02,5.69,0.97,56.09,0.97,0.91,9.09,2.13,0.3,1.0,0.24,0.09,0.33
B0002F59WC,5.0,when you order a specific product and get what you order in a timely fashion with a quality product i consider it a success  given my son is still in the early stages of band he does not have the skillset to be able to tell the difference between reeds while i am hoping these reeds will enable him to discern between good and bad right and wrong all through his middle school career i am also a realist and recognize they are just reeds,rico by daddario bb clarinet reeds strength  ,39.99,0.7529411764705882,inf,12.142857142857142,2.12,85,1,12,7,0,3,0,3,10,85.0,0.0,12.1429,7.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.4286,0.0,1.4286,39,6,35,6,49,8,41,8,0.84,0.2,0.15,0.25,0.5,0.5,39,39,39.0,39.0,0.8,0.8,3.94,5.57,0.94,28.82,0.85,1.0,8.0,2.0,0.2,0.77,0.22,0.05,0.27
B00FSLSQRA,5.0,i was immediately impressed by the price of the item as i had seen an identical uke for  at a music store in raleigh  after receiving it i was blown away  beautiful to look at and the sound is amazing  it is strung with aquila strings which was another pleasant surprise  the hard case is also very nice quality  to me this is a no brainer if you are in the market you will not regret buying this item,oscar schmidt  oscar schmidt concert koa ukulele with  by washburn  concert ukulele hardshell case and custom designed instrument cloth,34.99,0.759493670886076,79.0,7.9,8.21,79,1,13,10,1,4,1,0,6,79.0,79.0,7.9,10.0,13.0,10.0,0.4,4.0,1.0,1.0,0.0,0.0,6.0,0.6,36,11,32,11,46,11,35,11,0.76,0.31,0.31,0.38,1.12,0.75,36,36,36.0,36.0,0.78,0.78,3.75,5.31,0.94,25.97,0.91,1.0,8.0,2.0,0.23,0.82,0.2,0.09,0.29
B0015RIN6U,5.0,i currently play bass guitar in a show  nights a week and there a several parts of the show where the set is very dark not pitch black but dark i have no problem viewing the tuners led display and its awesome to be able to tune between songs anytime and bypass the mains without hearing any hint of pop or switching korg has an excellent product here,korg pitchblack chromatic tuner,81.89,0.8235294117647058,22.666666666666668,17.0,27.84,68,1,7,4,3,1,1,3,7,68.0,22.6667,17.0,4.0,2.3333,1.3333,0.25,0.3333,3.0,0.3333,1.0,0.75,2.3333,1.75,38,12,33,11,43,12,36,11,0.84,0.31,0.32,0.38,1.12,0.75,38,38,38.0,38.0,0.88,0.88,4.1,5.79,0.97,49.7,0.92,1.0,8.0,2.0,0.22,0.89,0.17,0.06,0.22
B0167XM092,5.0,the fostex   is my first foray into planar magnetic technology upon first listen i knew these headphones were special the clarity imaging and instrument separation are the best i have ever heard for comparison sake my previous headphones are the audio technica  the sony  and the sennheiser  and  i was not totally pleased however with several aspects of the  the bass response is a bit weak and the treble too bright for my taste the supplied cables are of poor quality and provide intermittent connections the ear pads are thin and uncomfortable with these caveats i set out to make modifications i understand that purchasing headphones that need modding is beyond the pale for many people but i enjoyed the hands on nature of tailoring the sound and comfort to my liking it was an interesting journey discovering how to affect the sound what worked and what didnt the satisfaction i have in tailoring the sound myself adds to my listening enjoyment here are my final mods i swapped out the stock ear pads for the shure  alcantara pads i discarded the two provided cables and replaced them with a vmoda cable opening up the ear cups i did the clay mod as shown on youtube this brought up the bass response i am in love with planar bass it is so clean and detailed i placed square pieces of electrical tape over two opposing squares of the planar driver in each cup this helped tame the treble without affecting the imaging and instrument separation i filled each earcup with fluffed cotton i placed two layers of charmin extra strength toilet tissue over each driver this helped smooth out the treblei now have my endgame headphone i listen to lossless files played through the smsl  generation sanskrit dac and a little dot  tube amplifier using ge jan  driver tubes the sound is supremely balanced detailed and nonfatiguing the midrange is a revelation well recorded vocals are stunning in their lushness and immediacy if you are up to doing some modifications you can have a high end headphone at a fraction of the cost,fostex   professional studio headphones semiopen,12.4,0.5750708215297451,,,-278.37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,71,141,71,228,91,193,91,0.85,0.47,0.47,0.28,3.92,1.4,152,41,41.5,41.3,0.67,0.83,7.12,10.07,0.93,31.57,0.73,0.82,33.62,4.1,0.21,0.7,0.17,0.02,0.18
B005IGBQ1I,3.0,i have searched internetwide for products of this type and have two general observations why not make the flange just a little larger so you dont have to drill the screw holes so close to the center hole  second vendors could offer immense convenience by putting a male xlr connector on the bottom of the device thus avoiding the need to solder wires to it,cad audio   flange mount for gooseneck microphone,0.91,0.8,65.0,16.25,22.42,65,1,8,4,1,3,1,1,8,65.0,65.0,16.25,4.0,8.0,4.0,0.75,3.0,1.0,1.0,1.0,0.25,8.0,2.0,37,15,33,15,40,15,34,15,0.85,0.44,0.41,0.33,1.0,0.71,37,37,37.0,37.0,0.93,0.93,4.14,5.85,0.98,75.8,0.97,1.0,9.0,2.12,0.26,1.0,0.24,0.03,0.26
B0002M6AIC,4.0,these reeds seem somewhat more consistent than the standard ricos  the grain is consistent and the crosssection as well which is not always the case with the ricos  they probably play just a bit softer than the same rico which i like especially in the  which i use more than these   besides i like fred  he played guest solos with our highschool band when he was still a mister and not yet wellknownwhy not five stars  well theyre still reeds and you have to fiddle with them to get what you want  dont yet know of any  reeds,drsquoaddario woodwinds hemke tenor sax reeds strength    ,24.69,0.6632653061224489,98.0,8.166666666666666,-2.62,98,1,14,12,1,7,1,0,9,98.0,98.0,8.1667,12.0,14.0,12.0,0.5833,7.0,1.0,1.0,0.0,0.0,9.0,0.75,41,15,33,13,56,19,42,17,0.75,0.4,0.37,0.25,0.75,0.61,41,37,38.3,38.3,0.73,0.74,3.87,5.48,0.92,22.57,0.79,0.83,8.33,2.04,0.24,0.8,0.19,0.1,0.29
B002UAF1PW,5.0,a bought this pedal to see how such a cheap stomp box could get such great reviews  plugging it in and playing it for  minutes one can see  it has tons of gain on tap it responds well to the guitars volume knob it creates a wall of overdriven amp tonal lovethe pedal cuts through and is articulate  its not for modern metal but it can do any kind of hard rock  think acdc and van halen to metallica  its a classic rock pedal that screamsbuy it,joyo  bundle acoustic guitar knob,6.04,0.735632183908046,inf,10.875,8.55,87,1,11,8,0,3,0,3,15,87.0,0.0,10.875,8.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.375,0.0,1.875,45,19,42,19,50,21,47,21,0.94,0.45,0.42,0.38,1.92,0.98,45,45,45.0,45.0,0.9,0.9,4.5,6.36,0.97,63.08,0.89,0.92,11.08,2.35,0.26,0.87,0.19,0.02,0.21
B0002F6JGW,5.0,i have purchased a few keyboard stands over the last  years and now all i own are onstage stands they are built extremely well and are very durable great for in my studio and live on stage i own  of them now and would not purchase any other brand,onstage  pro doublex keyboard stand,52.32,0.7959183673469388,49.0,8.166666666666666,55.58,49,1,6,6,1,3,1,2,6,49.0,49.0,8.1667,6.0,6.0,6.0,0.5,3.0,1.0,1.0,2.0,0.3333,6.0,1.0,24,4,20,4,32,4,25,4,0.78,0.16,0.17,0.0,0.0,0.0,24,24,24.0,24.0,0.75,0.75,3.0,4.24,0.92,18.13,0.8,0.83,4.17,1.44,0.2,0.88,0.32,0.12,0.44
B0002E2SA4,2.0,first off i hate saying anything bad about fender products they usually go above and beyond but i purchased a couple of these picks at a local music shop the blue dye comes off in fine particles i sparkly blue dust on my white fender stratocaster it came off with a clean cotton cloth just a quick wipe  i was hoping that fender tested that to make sure that something like wouldnt happenoh well no biggie i use thin picks because i like the dymanics ive found thin picks with dull colors like black brown seem not come off onto my guitar just thought id let you know,fender  shape classic picks  pack for electric guitar acoustic guitar mandolin and bass,3.89,0.7685185185185185,108.0,9.818181818181818,-12.77,108,1,16,11,1,9,1,1,22,108.0,108.0,9.8182,11.0,16.0,11.0,0.8182,9.0,1.0,1.0,1.0,0.0909,22.0,2.0,59,20,55,19,74,22,70,21,0.95,0.3,0.34,0.11,0.21,0.32,59,42,41.7,40.9,0.8,0.84,4.85,6.86,0.95,35.52,0.79,0.84,13.47,2.6,0.23,0.77,0.17,0.07,0.24
B004G29WKC,3.0,pros the ocarina is beautiful and it plays a nice melody it is well made also although it is a bit smaller than i imagined it to be this was a gift for someone very dear to me for christmas and he loved it the price was good as wellcons the downside here is that the tutorial  songbook included is a thin foldedup piece of paper with a tiny tutorial on finger placement and a handful of short songs to playunfortunately there is not one legend of zelda song in the songbook this was very disappointing to me as i expected a small book with at least one zeldarelated song tutorial link would be disappointed,zelda  six hole ceramic ocarina triforce design sweet potato ocarina free tutorial amp songbook,7.99,0.6434782608695652,115.0,7.1875,-28.34,115,1,18,16,1,11,1,1,19,115.0,115.0,7.1875,16.0,18.0,16.0,0.6875,11.0,1.0,1.0,1.0,0.0625,19.0,1.1875,49,17,43,16,67,20,51,19,0.76,0.37,0.35,0.25,0.5,0.5,49,41,38.3,38.2,0.73,0.82,4.23,5.99,0.93,24.54,0.84,1.0,8.0,2.0,0.16,0.88,0.25,0.04,0.29
B00KUC2INU,5.0,i head a small theatrical troupe and we were recently engaged to stage a cluebased murder mystery party we ordered your strobe for the climax sance at the end where the victim comes back and reveals the murderer we havent performed it yet but weve tried the strobe and its perfect for our application given the power of the unit the small size and light weight are real bonuses in terms of  flexibility of installation and the price was a real bargain the packaging was excellent i would absolutely recommend this product based on the performance thus far,roxant pro mini led strobe light with  super bright leds with variable speed control  ,19.95,0.7346938775510204,24.5,9.8,-19.54,98,1,11,10,4,6,4,3,12,98.0,24.5,9.8,10.0,2.75,2.5,0.6,1.5,4.0,1.0,0.75,0.3,3.0,1.2,52,16,49,16,59,17,53,17,0.9,0.32,0.31,0.23,0.69,0.59,52,44,44.3,45.4,0.88,0.88,4.79,6.77,0.97,57.17,0.92,1.0,13.0,2.55,0.25,0.96,0.13,0.08,0.21
B01G558NG6,3.0,upon arrival the box was basically torn apart and it appeared as if someone had tried to put it back together the guitar itself wasnt even in the package it was supposed to be in and had been bouncing around overall the guitar is ok its good for a beginner and the tuner is actually pretty nice i just wish the package wasnt such a hot mess,adm beginner classical guitar  inch nylon strings bundle with carrying bag amp accessories blue,3.37,0.7313432835820896,inf,8.375,20.39,67,1,11,8,0,4,0,1,4,67.0,0.0,8.375,8.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.5,32,10,26,8,41,12,29,10,0.71,0.34,0.31,0.25,0.5,0.5,32,32,32.0,32.0,0.78,0.78,3.53,5.0,0.93,24.17,0.9,0.88,6.12,1.75,0.24,0.8,0.21,0.17,0.38
