ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B00OOVKJW0,5.0,before i write the review let me say that i purchased a bottle from a salon in the eu to make sure it was fresh  i cannot attest to the seller here  in general i would be careful before buying salon products through amazon sellers although a review below says that heshe saw no differencenow onto the shampoofirst this is the first cosmetics brand that i use that is actually concerned about its sustainability of its practices and is not just greenwashing  for example they have committed to zeroimpact packaging offsetting their carbon impact by planting trees in italy costa rica and madagascar  moreover their shampoo at least this one is paraben and sulfate free as a person that is concerned about the fact that with respect to the impact on human health and the environment the cosmetic industry is not really overseen in many countries especially the us it is great to know that the davines are also concerned with not throwing in shtty ingredientsnow even given all of this all i need to say is that this is the best shampoo i have ever used  my hair basically looks like a wig now  this is to say it is lustrous smooth free from residue almost superhuman  although there is a small amount in this bottle it is best anyway i think is to reduce your shampooing to no more than  a week to use it after your hair is drenched in water rub the shampoo between your wet hands to get a lather and then rub it very very thoroughly through all parts of your scalp and then rinse very thoroughly  in my experience the conditioner you use after doesnt really mattermy hair type is a large quantity of very fine strands previously it was somewhat dry and oily,davines essential haircare volu  shampoo ,28.0,0.5681063122923588,,,-225.59,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,48,112,46,181,56,146,54,0.81,0.37,0.39,0.28,3.02,1.23,123,37,42.5,40.1,0.68,0.77,6.46,9.14,0.93,30.38,0.77,0.78,24.02,3.47,0.21,0.78,0.2,0.07,0.27
B00ZZ8XNWE,5.0,i am new to contouring it was easy to use and the brush they send with the kit is very high quality i use a bare minerals as a base foundation but you could even get away with using just this i am fair skinned and a blonde this is a great color pallet for my skin tone i will rebuy this when needed and will look at their other products as well,lorac pro contour palette plus contour brush,45.0,0.7534246575342466,73.0,7.3,31.22,73,1,12,10,1,4,1,3,4,73.0,73.0,7.3,10.0,12.0,10.0,0.4,4.0,1.0,1.0,3.0,0.3,4.0,0.4,33,10,32,10,43,10,38,10,0.88,0.26,0.3,0.2,0.4,0.45,33,33,33.0,33.0,0.77,0.77,3.56,5.03,0.93,23.21,0.84,0.8,6.4,1.79,0.21,0.82,0.16,0.13,0.29
B00172LM8O,3.0,been using this for a few weeks  its okay but strange  it took me a while to figure out what it felt like and finally have the exact comparison water based lubricant like ky  seriously  it feels like you are smearing lube on your face  maybe lube on your face is just another day  not me  but it feels soft however it does not last  i end up using an additional normal moisturizer shortly after  but then again i feel like this may be interfering with the absorption of a more active moisturizer  i also felt like i was perspiring when using it which makes me feel like my pores are being blocked  just like water based lube it gets sticky and need to reapply  so i am not understanding the benefit of this serum  however there are plenty of appealing ingredients i just feel like they are being lost in the plastic feel,mario badescu herbal hydrating serum  oz,30.0,0.6298701298701299,inf,7.7,-76.38,154,1,27,20,0,15,0,2,17,154.0,0.0,7.7,20.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.1,0.0,0.85,63,19,52,19,96,22,72,22,0.75,0.31,0.3,0.21,1.24,0.79,63,42,36.7,38.1,0.66,0.84,4.55,6.43,0.91,21.48,0.72,0.72,15.21,2.76,0.29,0.83,0.14,0.07,0.21
B003554PYO,5.0,malin  goetz eucalyptus deodorant keeps you smelling fresh all day long without yellow pits in your undershirts all without unnecessary fragrance heavy pastes or aluminumyes i was getting yellow stained armpits in all of my undershirts from the aluminum in my previous deodorantantiperspirant the stuff just wouldnt wash out if it was doing that to my shirts the real question is what was it doing to mei made the switch to malin  goetz eucalyptus deodorant and i couldnt be happier it works great lasts forever doesnt drip out of your pits or leave a coating of god knows what in your pits yes its  but one container will last you a long time once you adjust to how much to use,malin  goetz deodorant eucalyptus  fl oz,22.0,0.6694214876033058,121.0,11.0,-34.43,121,1,17,11,1,8,0,3,21,121.0,121.0,11.0,11.0,17.0,11.0,0.7273,8.0,1.0,0.0,3.0,0.2727,21.0,1.9091,54,26,52,25,70,34,64,33,0.91,0.52,0.48,0.4,3.2,1.26,54,38,42.5,40.5,0.77,0.76,4.56,6.45,0.94,30.21,0.81,0.95,18.05,3.0,0.3,0.86,0.2,0.03,0.23
B001G60E3K,5.0,i stayed at the four seasons hotel twice for work and they would put out small bars of this  i brought several home and a year later im still using the  small bars and  large bars  grams or  oz i brought  they last forever smell divine clean well and dont get mushy  ive almost run out so am buying them online and they are not cheap but considering how long they lasted me id say its worth it,loccitane extragentle vegetable based soap enriched with shea butter,14.0,0.8076923076923077,39.0,7.8,17.69,78,1,12,10,2,5,1,5,8,78.0,39.0,7.8,10.0,6.0,5.0,0.5,2.5,2.0,0.5,2.5,0.5,4.0,0.8,44,10,36,9,53,10,43,9,0.81,0.21,0.23,0.08,0.08,0.2,44,41,42.2,41.7,0.83,0.82,4.27,6.04,0.95,36.79,0.84,0.92,11.08,2.35,0.28,0.86,0.3,0.02,0.33
B006TH5DUK,5.0,love this oil  i have thin fine hair and live in a dry climate  i use this every day and apply when my hair is still wet and then blow dry  my hair is smooth but not oily or separated  i had to experiment on how much to use for my hair  i also color so that can tend to be drying also,davines oi oil  floz,44.0,0.7301587301587301,63.0,12.6,32.91,63,1,9,5,1,5,1,4,5,63.0,63.0,12.6,5.0,9.0,5.0,1.0,5.0,1.0,1.0,4.0,0.8,5.0,1.0,27,5,23,5,40,5,32,5,0.8,0.16,0.19,0.0,0.0,0.0,27,27,27.0,27.0,0.68,0.68,3.02,4.27,0.89,15.04,0.72,0.91,9.09,2.13,0.31,0.5,0.16,0.09,0.25
B01GOZ61O8,5.0,i received a sample of this at a conference and was thrilled to find it on amazon i have rosacea and perioral dermatitis so i have to be careful with selecting new facial products this is better than any daytime and make up primer i have ever used it serves as both a little bit goes a long way to making my face feel hydrated without being oily it is smooth and light under my make up i have sampled the night time replenish and it is wonderful too,tizo photoceutical am replenish spf  sunscreen primer  fl oz,49.99,0.7191011235955056,89.0,8.090909090909092,6.52,89,1,16,11,1,8,1,4,11,89.0,89.0,8.0909,11.0,16.0,11.0,0.7273,8.0,1.0,1.0,4.0,0.3636,11.0,1.0,42,13,36,13,58,13,42,13,0.72,0.31,0.31,0.23,0.69,0.59,42,37,36.5,37.0,0.72,0.74,3.9,5.51,0.92,22.18,0.86,0.85,9.31,2.16,0.26,0.81,0.29,0.02,0.31
B00UZHVNJK,5.0,thisis a product that was recommended by my dermatologist i used to buy at a local drugstore but it has been discontinued from their stock win for amazon because i can find it herei used this soap for my acne problem for at least  years it leaves your skin dry so you have to lather and leave for one minute or two and rinse completely i have tried other brands products but i cannot find the results that this give me my blackheads are reduced and the pimples that i could get are dried out by it,sesderma salises dermatological soap bar  oz,21.0,0.7216494845360825,98.0,8.166666666666666,-1.61,98,1,16,12,1,6,1,3,9,98.0,98.0,8.1667,12.0,16.0,12.0,0.5,6.0,1.0,1.0,3.0,0.25,9.0,0.75,40,13,35,12,54,13,44,12,0.81,0.27,0.33,0.13,0.27,0.37,40,38,38.0,38.0,0.74,0.76,3.85,5.44,0.92,23.03,0.8,0.8,9.6,2.19,0.27,0.83,0.11,0.02,0.14
B000T2CER6,5.0,i love this product its so smooth and easy to not get too much on it also lasts me a very long time as it doesnt take much to cover the sponge applicator works well and can be replaced when it gets tired  i like this makeup much better than the regular foundation in a bottle  that stuff is thin and then your skin looks blotchy as it dries and you can feel the stiffness of it where this one with the cream stays smooth and doesnt dry out easily as we age i think this cream product looks allot more natural too and like i said you dont need much  i  i have been buying this for several years and it works great for me  first time buying it online looks and feels fine to me  not dried out like others have had a problem with,elizabeth arden flawless finish spongeon cream makeup,39.5,0.6258503401360545,147.0,7.7368421052631575,-43.9,147,1,22,19,1,13,1,4,18,147.0,147.0,7.7368,19.0,22.0,19.0,0.6842,13.0,1.0,1.0,4.0,0.2105,18.0,0.9474,59,14,48,12,86,16,66,14,0.77,0.21,0.24,0.08,0.17,0.29,59,42,39.7,40.0,0.69,0.84,4.5,6.36,0.92,22.87,0.73,0.75,13.5,2.6,0.27,0.78,0.2,0.05,0.24
B0047WYO1I,5.0,perfect hair iron is exactly what i was looking for i was looking for an iron that wouldnt do as much damage as my old fashion original hair iron that i have had for many years i have already used this many times and am very happy with my purchase,babylisspro nano titanium spring curling iron,49.95,0.7,50.0,8.333333333333334,46.11,50,1,6,6,1,5,1,1,8,50.0,50.0,8.3333,6.0,6.0,6.0,0.8333,5.0,1.0,1.0,1.0,0.1667,8.0,1.3333,24,1,20,1,37,1,28,1,0.76,0.04,0.04,0.17,0.17,0.29,24,24,24.0,24.0,0.65,0.65,2.79,3.95,0.88,13.08,0.71,0.83,4.17,1.44,0.18,0.62,0.21,0.07,0.29
B000GHWPDW,5.0,first of all i am a bit of a perfumecologne freak i have been constantly hunting scents for years from the very cheap to the ultra expensive like creed which are incidentally too sweet in my opinionboucheron by boucheron is in a class by itself i have yet to smell another close to it im  and have been wearing it for  years and get compliments all the time so no its not just for an older gentleman it really is a classic,boucheron pour homme eau de parfum woody citrus  fl oz,125.0,0.7195121951219512,82.0,13.666666666666666,13.63,82,1,7,6,1,5,1,2,9,82.0,82.0,13.6667,6.0,7.0,6.0,0.8333,5.0,1.0,1.0,2.0,0.3333,9.0,1.5,38,14,30,14,48,14,33,14,0.69,0.42,0.37,0.4,0.8,0.63,38,38,38.0,38.0,0.79,0.79,3.88,5.48,0.94,27.86,0.91,1.0,5.0,1.58,0.15,0.82,0.18,0.15,0.33
B0015Z531A,4.0,this is a very lightweight lotion with a faint coconutty smell and very small shimmers it can be layered with sunscreens or body oils and it doesnt interfere with my fragrancesi was a little disappointed that the shimmers are so big and dispersed i was kind of expecting more of a glowy finish however i really like this product anyway because the shimmers arent obnoxiously large and you still get a lot of definition where the light hits you great for showing off muscles collarbones stuff like thatits also kind of a throwback if you ever wore body glitter but its a much classier way to express that nostalgiai dont know if it was worth the price for me but it is a nice high quality product,mario badescu summer shine body lotion,10.0,0.6929133858267716,127.0,9.76923076923077,-40.52,127,1,17,13,1,7,1,3,11,127.0,127.0,9.7692,13.0,17.0,13.0,0.5385,7.0,1.0,1.0,3.0,0.2308,11.0,0.8462,64,23,56,22,77,25,63,24,0.82,0.38,0.36,0.33,1.33,0.82,64,42,43.8,44.5,0.83,0.84,5.16,7.29,0.96,44.31,0.89,1.0,12.0,2.45,0.19,0.83,0.24,0.08,0.32
B000GI0S62,1.0,ive been using this perfume for  years now so i really know the smell of it its pure alcohol and olily it doesnt even smell as it should and the little essence that it has goes away in a few minutos the only reason i didnt return this product is because i dont live in usa so it will be so expensive to return never again buying a perfume from here so disappointed,lacoste essential eau de toilette for men,77.0,0.7534246575342466,73.0,9.125,14.3,73,1,10,8,1,5,1,0,9,73.0,73.0,9.125,8.0,10.0,8.0,0.625,5.0,1.0,1.0,0.0,0.0,9.0,1.125,37,12,29,11,46,13,33,12,0.72,0.36,0.32,0.33,1.0,0.71,37,37,37.0,37.0,0.8,0.8,3.86,5.46,0.94,29.24,0.88,1.0,9.0,2.12,0.27,0.92,0.21,0.09,0.3
B00KDIPG6W,1.0,excellent product however the reason for one star is that they changed to a pump on a small tube the pump does not work after one try  must open top and it dispenses in globs because of the large opening  wastes lots of an expensive sunscreen  the original tube with pointed top was great dont know which of their geniuses came up with this idea  wont be purchasing again cant afford it with so much waste,mdsolarsciences mineral beauty balm broad spectrum spf ,39.0,0.8289473684210527,76.0,8.444444444444445,19.72,76,1,10,9,1,6,1,1,15,76.0,76.0,8.4444,9.0,10.0,9.0,0.6667,6.0,1.0,1.0,1.0,0.1111,15.0,1.6667,40,10,34,10,46,12,38,12,0.83,0.32,0.25,0.12,0.12,0.25,40,40,40.0,40.0,0.87,0.87,4.17,5.9,0.96,45.55,0.89,1.0,8.0,2.0,0.21,0.81,0.24,0.0,0.24
B00095LIP2,3.0,to be honest for a almost  tube of lotion i expected more results for my daughters mildmoderate eczema the lotion is very thin and watery but it still does keep her skin moderately hydrated i use it about  times a day i would not pay this kind of money again for this products and unless i find it much cheaper i wont be purchasing it again,mustela stelatopia emollient cream daily baby cream for extremely dry to eczemaprone skin fragrance free  fl oz,26.0,0.7575757575757576,22.0,11.0,21.41,66,1,7,6,3,3,3,1,5,66.0,22.0,11.0,6.0,2.3333,2.0,0.5,1.0,3.0,1.0,0.3333,0.1667,1.6667,0.8333,34,8,30,8,42,9,35,9,0.83,0.26,0.24,0.4,1.6,0.89,34,34,34.0,34.0,0.81,0.81,3.71,5.25,0.94,28.71,0.86,1.0,10.0,2.24,0.29,0.76,0.14,0.09,0.23
B009FKGBFY,3.0,i love this shampoo for toning the brassiness out of my hair i use this shampoo about once a week to maintain my color but at times when left on for too long my hair will turn a purpleish tint for a wash or two i have noticed this shampoo really dries out my hair though and i do not care for the grape smell,unite hair blonda shampoo  fl oz,28.5,0.7076923076923077,21.666666666666668,13.0,39.34,65,1,8,5,3,2,2,1,4,65.0,21.6667,13.0,5.0,2.6667,1.6667,0.4,0.6667,3.0,0.6667,0.3333,0.2,1.3333,0.8,29,6,24,6,36,8,30,8,0.83,0.27,0.21,0.0,0.0,0.0,29,29,29.0,29.0,0.81,0.81,3.42,4.83,0.94,25.79,0.8,1.0,10.0,2.24,0.33,0.71,0.07,0.03,0.1
B00T5DZ4C2,1.0,completely disappointed i had trouble getting the product to come out of the tube to begin with and now  i havent even used it more than  times i cant get any of the product to come out of the tube at all i didnt notice any plumping when i did use it i assume i got a defective tube but not going to bother trying to get another,grande cosmetics grandelips hydrating lip plumper,27.0,0.6617647058823529,68.0,17.0,27.84,68,1,11,4,1,3,1,1,9,68.0,68.0,17.0,4.0,11.0,4.0,0.75,3.0,1.0,1.0,1.0,0.25,9.0,2.25,27,8,22,8,41,10,36,10,0.88,0.28,0.3,0.18,0.53,0.51,27,27,27.0,27.0,0.66,0.66,2.98,4.22,0.89,14.34,0.61,0.71,8.47,2.06,0.33,0.64,0.08,0.06,0.14
B00103DUZS,5.0,ive used biosilk and chi since i was a child my hair used to be very difficult to detangle but these helped smooth the hair to get them out better chi is by far my favorite it smells better and works better makes my hair shiny and tames some fly aways and its so soft when i use this product i wash my hair every other day and can apply more on the second day without getting the greasy look,chi silk infusion  fl oz,29.5,0.7375,80.0,10.0,24.12,80,1,12,8,1,5,1,4,7,80.0,80.0,10.0,8.0,12.0,8.0,0.625,5.0,1.0,1.0,4.0,0.5,7.0,0.875,37,10,34,10,50,11,45,11,0.9,0.24,0.27,0.21,0.64,0.57,37,37,37.0,37.0,0.74,0.74,3.7,5.23,0.92,22.07,0.76,0.79,8.64,2.08,0.24,0.59,0.22,0.07,0.29
B014E8PZSK,5.0,i use a dimesize on my thin blonde hair and it works like magic i truly love this product and ive tried everything from kerastase to nioxin i use a little bit of the mousse as well recommended by my hair dresser and this is the first time ive felt like i had a lot of hair,moroccanoil thickening lotion fragrance originale  fl oz,26.94,0.7192982456140351,57.0,9.5,47.46,57,1,8,6,1,3,1,2,9,57.0,57.0,9.5,6.0,8.0,6.0,0.5,3.0,1.0,1.0,2.0,0.3333,9.0,1.5,29,10,25,9,36,11,32,10,0.89,0.31,0.34,0.14,0.14,0.27,29,29,29.0,29.0,0.81,0.81,3.42,4.83,0.94,25.79,0.78,0.86,5.14,1.6,0.19,0.74,0.12,0.03,0.16
B004W55086,5.0,my dermatologist gave me a sample after removing non cancerous sun spots  be sure to shake before using and a little goes a long way  i mention this  as after my first application my skin seemed whitethis french company has quite a list of choices  for now i am satisfied with my anthelios  mineralultralight,la rocheposay anthelios ultralight mineral sunscreen spf ,33.5,0.8518518518518519,54.0,10.8,16.67,54,1,9,5,1,3,1,0,9,54.0,54.0,10.8,5.0,9.0,5.0,0.6,3.0,1.0,1.0,0.0,0.0,9.0,1.8,33,7,28,6,35,7,29,6,0.83,0.21,0.21,0.22,0.44,0.47,33,33,33.0,33.0,0.94,0.94,3.94,5.58,0.98,93.3,0.97,1.0,9.0,2.12,0.31,1.0,0.31,0.0,0.31
B00FYSZDQ4,4.0,this is a must have to cover grays between salon visits  i have dark brown hair with a lot of gray at my temples  after about  weeks the gray is very obvious and my hair needs serious help color wow definitely gets the job done and buys me a few extra weeks before i need to go to the salon  a little bit of color wow goes a long way so although this product seems pricey it will last a long time,color wow root cover up,34.5,0.7195121951219512,82.0,8.2,13.63,82,1,12,10,1,7,1,1,12,82.0,82.0,8.2,10.0,12.0,10.0,0.7,7.0,1.0,1.0,1.0,0.1,12.0,1.2,38,8,35,8,51,13,46,13,0.9,0.28,0.21,0.08,0.08,0.2,38,37,37.3,37.4,0.75,0.74,3.76,5.32,0.93,22.82,0.76,0.83,8.33,2.04,0.22,0.7,0.17,0.04,0.22
B00V746HBY,5.0,incredible product i used this system a few years back from a medical spa and my skin was never better but ultimately quit using it because of the spa prices and the fact that i would have to drive  minutes to get it  im so happy that amazon carries it im  years old and have dealt with cystic acne since  this is the only product that gives me results ive tried prescription topicals and medications that being said it is harsh it does lead to burning and peeling but i find that it is worth it to have clear skin i began the treatment on a tuesday and could see results by that friday i was peeling but pore size and amount of breakouts had both decreased significantly im thrilled,obagi clenziderm md system,124.95,0.6461538461538462,130.0,10.0,-43.56,130,1,21,13,1,12,1,7,13,130.0,130.0,10.0,13.0,21.0,13.0,0.9231,12.0,1.0,1.0,7.0,0.5385,13.0,1.0,60,22,55,21,81,26,68,25,0.84,0.37,0.37,0.24,1.19,0.77,60,40,40.7,41.2,0.74,0.8,4.71,6.67,0.93,27.95,0.81,0.86,15.43,2.78,0.26,0.72,0.22,0.04,0.26
B00803FPZO,5.0,i love it i have a lot of issues with my sinuses therefore cannot take many scents my husband has used another aftershave for years and my daughter decided to change it up she bought this ck aqua for him a year ago he liked it so much that he over used it and ran out this is mild but smells very good and the best part is that it doesnt irritate my sinuses and the best part the price is amazing in comparison to the stores couldnt ask for anything more and now i can have it delivered right to my door at least now he has options,calvin klein eternity for men,102.0,0.6697247706422018,110.0,7.333333333333333,-5.33,110,1,17,15,1,5,1,3,6,110.0,110.0,7.3333,15.0,17.0,15.0,0.3333,5.0,1.0,1.0,3.0,0.2,6.0,0.4,50,11,41,11,63,12,48,12,0.76,0.25,0.22,0.19,0.56,0.53,50,41,41.2,42.0,0.79,0.82,4.45,6.3,0.94,32.26,0.85,0.88,12.25,2.47,0.29,0.86,0.15,0.04,0.19
